,Site,Lat,Lon,Elev,Climate,continent,country_code
227310,DRAGON_Worton,39.285436,-76.091633,24.0,Cfa,North America,US
227330,Bermuda,32.37,-64.696111,10.0,Cfa,North America,BM
227331,DRAGON_TKMPR,38.995278,-76.997222,90.0,Cfa,North America,US
227335,SP_Bayboro,27.76155,-82.633,5.0,Cfa,North America,US
227347,Bucarest,44.45,26.525,44.0,Cfa,Europe,RO
227365,Skukuza,-24.9917,31.5875,265.0,BSh,Africa,ZA
227891,Misamfu,-10.1712,31.2241,1381.0,Cwa,Africa,ZM
228651,Stornoway_MO,58.21156,-6.182147,82.5,Cfb,Europe,GB
228652,WFF_X-75_Sci_Obs,37.843908,-75.477517,10.0,Cfa,North America,US
228662,DRAGON_Clovis,36.81931,-119.71639,90.0,BSk,North America,US
228669,DRAGON_Matsue,35.48,133.01,10.0,Cfa,Asia,JP
228673,Sao_Tome,0.37469,6.71099,27.0,Am,Africa,ST
228737,DRAGON_Temasek_Poly,1.344821,103.930621,10.0,Af,Asia,SG
228744,Mandalay_MTU,21.972896,96.186136,104.0,Aw,Asia,MM
229276,Jaipur,26.905817,75.806217,450.0,BSh,Asia,IN
232384,JamTown,-9.190911,-63.1798,101.0,Am,South America,BR
232385,UPRM_Lidar_Lab,18.210131,-67.140125,32.0,Am,North America,US
232428,Messina,38.1975,15.566833,15.0,Csa,Europe,IT
232711,La_Paz,-16.539,-68.066467,3439.0,Cwc,South America,BO
232714,Taichung,24.106167,120.49133,10.0,Cwa,Asia,TW
232738,NEON_Bartlett,44.063881,-71.287203,273.0,Dfc,North America,US
232754,Railroad_Valley,38.497,-115.691,1437.0,BSk,North America,US
232816,Toulon,43.135556,6.009444,50.0,Csb,Europe,FR
232983,Lucinda,-18.5198,146.3861,8.0,Am,Oceania,AU
233004,Brisbane-Uni_of_QLD,-27.497083,153.013611,42.0,Cfa,Oceania,AU
233019,Agoufou,15.3454,-1.479117,305.0,BWh,Africa,ML
234801,Hokkaido_University,43.0755,141.3407,59.0,Dfb,Asia,JP
234949,IMAA_Potenza,40.601254,15.7237,770.0,Csb,Europe,IT
235083,Sakeji_School,-11.232956,24.312,1406.0,Cwa,Africa,ZM
235404,San_Giuliano,42.285556,9.519167,55.0,Csb,Europe,FR
235422,Modena,44.631667,10.945278,56.0,Cfa,Europe,IT
236633,Raciborz,50.0831,18.1917,230.0,Cfb,Europe,PL
236747,Sterling,38.98333,-77.46667,85.0,Cfa,North America,US
236756,DRAGON_Conroe,30.350278,-95.425,72.0,Cfa,North America,US
236772,NGHIA_DO,21.04778,105.79964,40.0,Cwa,Asia,VN
237402,Calipso_Church_Hill,39.147466,-75.981717,14.0,Cfa,North America,US
237406,Granada,37.164,-3.605,680.0,Csa,Europe,ES
237799,CATUC_Bamenda,5.9491,10.1563,1293.0,Am,Africa,CM
238287,Sesheke,-17.48083,24.303889,951.0,BSh,Africa,ZM
238300,DRAGON_Smith_Point,29.546111,-94.786969,1.0,Cfa,North America,US
238310,Koforidua_ANUC,6.109408,-0.302058,205.0,Am,Africa,GH
239831,London-UCL-UAO,51.52427,-0.131101,46.605,Cfb,Europe,GB
239842,DRAGON_Hanford,36.31572,-119.64323,50.0,BSk,North America,US
239843,Tampico_MAX_MEX,22.278283,-97.864167,38.0,Aw,North America,MX
239847,Barbados,13.148575,-59.624122,112.0,Af,North America,BB
239853,DRAGON_BOWEM,38.9747,-76.7506,40.0,Cfa,North America,US
239885,Tinga_Tingana,-28.975833,139.990933,38.0,BWh,Oceania,AU
239921,Lumbini_North,27.503722,83.282133,89.0,Cwa,Asia,NP
240545,Blida,36.508333,2.880556,230.0,Csa,Africa,DZ
240929,Bozeman,45.662204,-111.045013,1507.0,BSk,North America,US
241168,NASA_Ames,37.419986,-122.056969,10.0,Csb,North America,US
241268,DRAGON_Shafter,35.50361,-119.2725,86.0,BWk,North America,US
241278,Ussuriysk,43.7004,132.1635,280.0,Dwb,Europe,RU
241666,Petrolina_SONDA,-9.0691,-40.320108,381.0,BSh,South America,BR
241676,Lake_Argyle,-16.1081,128.7485,150.0,BSh,Oceania,AU
242284,Gobabeb,-23.561619,15.041058,405.0,BWk,Africa,NA
242535,Kyiv-AO,50.4523,30.498,200.0,Dfb,Europe,UA
242560,Bratts_Lake,50.204238,-104.713013,586.7,Dfb,North America,CA
242674,DRAGON_ManvelCroix,29.520427,-95.392522,19.0,Cfa,North America,US
242684,Sopot,54.450833,18.564722,11.0,Cfb,Europe,PL
242693,DRAGON_SPBRK,39.0581,-77.0058,110.0,Cfa,North America,US
242763,Oostende,51.225,2.925,23.0,Cfb,Europe,BE
243028,Kelowna_UAS,49.941294,-119.400111,456.0,Dfc,North America,CA
243112,KORUS_Kyungpook_NU,35.889989,128.606416,65.0,Cwa,Asia,KR
243251,Birkenes,58.38845,8.25231,230.0,Cfb,Europe,NO
243269,Chiba_University,35.6247,140.1038,60.0,Cfa,Asia,JP
243443,Baengnyeong,37.966111,124.630278,136.0,Dwa,Asia,KR
243725,DRAGON_Edgewood,39.409834,-76.296352,8.0,Cfa,North America,US
243736,Hampton_Roads,36.783333,-76.449997,10.0,Cfa,North America,US
243769,Arcachon,44.663528,-1.163222,11.0,Cfb,Europe,FR
243848,Georgia_Tech,33.780202,-84.399537,294.0,Cfa,North America,US
243965,Cerro_Poyos,37.108869,-3.487261,1809.0,Csb,Europe,ES
